,Contract Name,Last Day Traded,Strike,Last Price,Bid,Ask,Change,Percent Change,Volume,Open Interest,Implied Volatility,Price of Underlying,Date,Maturity Date,Option Type
232,AAPL180518C00240000,2018-03-26 2:27PM EDT,240.00,0.05,0.00,0.11,0.00,-,100,101,61.13%,164.22,"Apr 26, 2018","May 18, 2018",Call
233,AAPL180518C00245000,2018-04-18 2:22PM EDT,245.00,0.01,0.00,0.13,0.00,-,20,16,65.23%,164.22,"Apr 26, 2018","May 18, 2018",Call
234,AAPL180518C00280000,2018-03-28 3:50PM EDT,280.00,0.02,0.00,0.06,0.00,-,1,1,77.34%,164.22,"Apr 26, 2018","May 18, 2018",Call
235,AAPL180518C00285000,2018-03-23 11:47PM EDT,285.00,0.01,0.00,0.03,0.00,-,1,1,75.00%,164.22,"Apr 26, 2018","May 18, 2018",Call
236,AAPL180518C00350000,2018-04-27 6:56AM EDT,350.00,0.01,0.00,0.00,0.00,-,1,84,50.00%,164.22,"Apr 26, 2018","May 18, 2018",Call
237,AAPL180518C00355000,2018-04-23 9:30AM EDT,355.00,0.06,0.00,0.00,0.00,-,2,17,50.00%,164.22,"Apr 26, 2018","May 18, 2018",Call
238,AAPL180518P00080000,2018-04-20 10:11AM EDT,80.00,0.01,0.00,0.05,0.00,-,700,405,105.47%,164.22,"Apr 26, 2018","May 18, 2018",Put
239,AAPL180518P00085000,2018-04-20 12:17PM EDT,85.00,0.01,0.00,0.01,-0.02,-66.67%,10,55,84.38%,164.22,"Apr 26, 2018","May 18, 2018",Put
240,AAPL180518P00090000,2018-04-20 12:40PM EDT,90.00,0.03,0.00,0.04,+0.01,+50.00%,20,130,87.50%,164.22,"Apr 26, 2018","May 18, 2018",Put
241,AAPL180518P00095000,2018-04-04 12:17PM EDT,95.00,0.03,0.01,0.05,-0.02,-40.00%,61,90,83.59%,164.22,"Apr 26, 2018","May 18, 2018",Put
242,AAPL180518P00100000,2018-04-23 2:46PM EDT,100.00,0.01,0.00,0.00,0.00,-,140,"5,929",50.00%,164.22,"Apr 26, 2018","May 18, 2018",Put
243,AAPL180518P00105000,2018-04-26 2:32PM EDT,105.00,0.01,0.00,0.00,0.00,-,400,"8,389",50.00%,164.22,"Apr 26, 2018","May 18, 2018",Put
244,AAPL180518P00110000,2018-04-26 2:50PM EDT,110.00,0.01,0.00,0.00,0.00,-,638,"14,348",25.00%,164.22,"Apr 26, 2018","May 18, 2018",Put
245,AAPL180518P00115000,2018-04-25 3:44PM EDT,115.00,0.02,0.00,0.00,0.00,-,222,"1,194",25.00%,164.22,"Apr 26, 2018","May 18, 2018",Put
246,AAPL180518P00120000,2018-04-26 3:14PM EDT,120.00,0.03,0.00,0.00,0.00,-,75,"1,484",25.00%,164.22,"Apr 26, 2018","May 18, 2018",Put
247,AAPL180518P00125000,2018-04-26 3:57PM EDT,125.00,0.05,0.00,0.00,0.00,-,105,"2,140",25.00%,164.22,"Apr 26, 2018","May 18, 2018",Put
248,AAPL180518P00130000,2018-04-26 2:54PM EDT,130.00,0.10,0.00,0.00,0.00,-,9,"1,932",25.00%,164.22,"Apr 26, 2018","May 18, 2018",Put
249,AAPL180518P00135000,2018-04-26 3:11PM EDT,135.00,0.15,0.00,0.00,0.00,-,22,"4,365",12.50%,164.22,"Apr 26, 2018","May 18, 2018",Put
250,AAPL180518P00140000,2018-04-24 3:55PM EDT,140.00,0.45,0.00,0.00,0.00,-,"1,450",0,12.50%,164.22,"Apr 26, 2018","May 18, 2018",Put
251,AAPL180518P00145000,2018-04-26 3:40PM EDT,145.00,0.57,0.00,0.00,0.00,-,545,"12,000",12.50%,164.22,"Apr 26, 2018","May 18, 2018",Put
252,AAPL180518P00150000,2018-04-26 3:43PM EDT,150.00,1.04,0.00,0.00,0.00,-,"1,181","21,283",6.25%,164.22,"Apr 26, 2018","May 18, 2018",Put
253,AAPL180518P00152500,2018-04-27 6:57AM EDT,152.50,1.44,0.00,0.00,0.00,-,170,"1,573",6.25%,164.22,"Apr 26, 2018","May 18, 2018",Put
254,AAPL180518P00155000,2018-04-26 3:55PM EDT,155.00,1.97,0.00,0.00,0.00,-,948,"15,601",6.25%,164.22,"Apr 26, 2018","May 18, 2018",Put
255,AAPL180518P00157500,2018-04-27 6:57AM EDT,157.50,2.76,0.00,0.00,0.00,-,673,"2,412",3.13%,164.22,"Apr 26, 2018","May 18, 2018",Put
256,AAPL180518P00160000,2018-04-26 3:59PM EDT,160.00,3.49,0.00,0.00,0.00,-,844,"17,597",3.13%,164.22,"Apr 26, 2018","May 18, 2018",Put
257,AAPL180518P00162500,2018-04-27 6:57AM EDT,162.50,4.50,0.00,0.00,0.00,-,"1,024","1,405",1.56%,164.22,"Apr 26, 2018","May 18, 2018",Put
258,AAPL180518P00165000,2018-04-24 3:59PM EDT,165.00,6.77,0.00,0.00,0.00,-,"1,701",0,0.00%,164.22,"Apr 26, 2018","May 18, 2018",Put
259,AAPL180518P00167500,2018-04-27 6:57AM EDT,167.50,7.17,0.00,0.00,0.00,-,105,530,0.00%,164.22,"Apr 26, 2018","May 18, 2018",Put
260,AAPL180518P00170000,2018-04-26 3:41PM EDT,170.00,9.00,0.00,0.00,0.00,-,192,"24,274",0.00%,164.22,"Apr 26, 2018","May 18, 2018",Put
261,AAPL180518P00172500,2018-04-27 6:57AM EDT,172.50,10.80,0.00,0.00,0.00,-,162,490,0.00%,164.22,"Apr 26, 2018","May 18, 2018",Put
262,AAPL180518P00175000,2018-04-24 3:49PM EDT,175.00,13.82,0.00,0.00,0.00,-,471,0,0.00%,164.22,"Apr 26, 2018","May 18, 2018",Put
263,AAPL180518P00177500,2018-04-27 6:57AM EDT,177.50,14.70,0.00,0.00,0.00,-,77,242,0.00%,164.22,"Apr 26, 2018","May 18, 2018",Put
264,AAPL180518P00180000,2018-04-26 3:23PM EDT,180.00,17.00,0.00,0.00,0.00,-,18,"8,333",0.00%,164.22,"Apr 26, 2018","May 18, 2018",Put
265,AAPL180518P00182500,2018-04-27 6:57AM EDT,182.50,17.16,0.00,0.00,0.00,-,1,1,0.00%,164.22,"Apr 26, 2018","May 18, 2018",Put
266,AAPL180518P00185000,2018-04-25 9:39AM EDT,185.00,22.33,0.00,0.00,0.00,-,1,"3,398",0.00%,164.22,"Apr 26, 2018","May 18, 2018",Put
267,AAPL180518P00187500,2018-04-27 6:57AM EDT,187.50,23.05,0.00,0.00,0.00,-,1,1,0.00%,164.22,"Apr 26, 2018","May 18, 2018",Put
268,AAPL180518P00190000,2018-04-25 2:27PM EDT,190.00,26.06,0.00,0.00,0.00,-,39,"1,556",0.00%,164.22,"Apr 26, 2018","May 18, 2018",Put
269,AAPL180518P00195000,2018-04-20 3:24PM EDT,195.00,29.85,29.50,30.40,+7.05,+30.92%,5,640,0.00%,164.22,"Apr 26, 2018","May 18, 2018",Put
270,AAPL180518P00200000,2018-04-24 10:43AM EDT,200.00,36.35,0.00,0.00,0.00,-,23,797,0.00%,164.22,"Apr 26, 2018","May 18, 2018",Put
271,AAPL180518P00205000,2018-03-16 2:48PM EDT,205.00,27.00,39.25,40.80,0.00,-,1,3,34.38%,164.22,"Apr 26, 2018","May 18, 2018",Put
272,AAPL180518P00210000,2018-04-19 10:18AM EDT,210.00,35.97,44.25,45.35,0.00,-,2,275,0.00%,164.22,"Apr 26, 2018","May 18, 2018",Put
273,AAPL180518P00215000,2018-04-26 11:38AM EDT,215.00,50.37,0.00,0.00,0.00,-,5,9,0.00%,164.22,"Apr 26, 2018","May 18, 2018",Put
274,AAPL180518P00220000,2018-04-17 10:00AM EDT,220.00,43.37,54.20,55.35,0.00,-,25,20,0.00%,164.22,"Apr 26, 2018","May 18, 2018",Put
275,AAPL180525C00135000,2018-04-27 6:56AM EDT,135.00,29.50,0.00,0.00,0.00,-,1,1,0.00%,164.22,"Apr 26, 2018","May 25, 2018",Call
276,AAPL180525C00145000,2018-04-25 1:24PM EDT,145.00,20.60,0.00,0.00,0.00,-,1,28,0.00%,164.22,"Apr 26, 2018","May 25, 2018",Call
277,AAPL180525C00150000,2018-04-24 1:58PM EDT,150.00,14.24,0.00,0.00,0.00,-,15,0,0.00%,164.22,"Apr 26, 2018","May 25, 2018",Call
278,AAPL180525C00152500,2018-04-26 2:20PM EDT,152.50,12.70,0.00,0.00,0.00,-,12,119,0.00%,164.22,"Apr 26, 2018","May 25, 2018",Call
279,AAPL180525C00155000,2018-04-26 12:31PM EDT,155.00,11.35,0.00,0.00,0.00,-,4,58,0.00%,164.22,"Apr 26, 2018","May 25, 2018",Call
280,AAPL180525C00157500,2018-04-26 2:12PM EDT,157.50,9.32,0.00,0.00,0.00,-,3,19,0.00%,164.22,"Apr 26, 2018","May 25, 2018",Call
281,AAPL180525C00160000,2018-04-26 2:26PM EDT,160.00,7.49,0.00,0.00,0.00,-,82,249,0.00%,164.22,"Apr 26, 2018","May 25, 2018",Call
282,AAPL180525C00162500,2018-04-26 3:49PM EDT,162.50,6.15,0.00,0.00,0.00,-,33,251,0.00%,164.22,"Apr 26, 2018","May 25, 2018",Call
283,AAPL180525C00165000,2018-04-26 3:42PM EDT,165.00,4.85,0.00,0.00,0.00,-,241,881,0.39%,164.22,"Apr 26, 2018","May 25, 2018",Call
284,AAPL180525C00167500,2018-04-26 3:20PM EDT,167.50,3.70,0.00,0.00,0.00,-,513,"1,773",1.56%,164.22,"Apr 26, 2018","May 25, 2018",Call
285,AAPL180525C00170000,2018-04-26 3:59PM EDT,170.00,2.75,0.00,0.00,0.00,-,227,"1,291",3.13%,164.22,"Apr 26, 2018","May 25, 2018",Call
286,AAPL180525C00172500,2018-04-26 3:38PM EDT,172.50,1.90,0.00,0.00,0.00,-,104,504,3.13%,164.22,"Apr 26, 2018","May 25, 2018",Call
287,AAPL180525C00175000,2018-04-26 3:59PM EDT,175.00,1.35,0.00,0.00,0.00,-,220,"1,742",6.25%,164.22,"Apr 26, 2018","May 25, 2018",Call
288,AAPL180525C00177500,2018-04-26 3:05PM EDT,177.50,0.95,0.00,0.00,0.00,-,171,854,6.25%,164.22,"Apr 26, 2018","May 25, 2018",Call
289,AAPL180525C00180000,2018-04-26 3:58PM EDT,180.00,0.63,0.00,0.00,0.00,-,162,811,6.25%,164.22,"Apr 26, 2018","May 25, 2018",Call
290,AAPL180525C00182500,2018-04-26 3:59PM EDT,182.50,0.40,0.00,0.00,0.00,-,90,"1,104",6.25%,164.22,"Apr 26, 2018","May 25, 2018",Call
291,AAPL180525C00185000,2018-04-26 2:17PM EDT,185.00,0.25,0.00,0.00,0.00,-,80,748,12.50%,164.22,"Apr 26, 2018","May 25, 2018",Call
292,AAPL180525C00187500,2018-04-26 12:13PM EDT,187.50,0.18,0.00,0.00,0.00,-,5,406,12.50%,164.22,"Apr 26, 2018","May 25, 2018",Call
293,AAPL180525C00190000,2018-04-26 12:14PM EDT,190.00,0.13,0.00,0.00,0.00,-,17,918,12.50%,164.22,"Apr 26, 2018","May 25, 2018",Call
294,AAPL180525C00192500,2018-04-25 3:38PM EDT,192.50,0.11,0.00,0.00,0.00,-,12,108,12.50%,164.22,"Apr 26, 2018","May 25, 2018",Call
295,AAPL180525C00195000,2018-04-24 9:55AM EDT,195.00,0.09,0.00,0.00,0.00,-,1,27,12.50%,164.22,"Apr 26, 2018","May 25, 2018",Call
296,AAPL180525C00197500,2018-04-24 12:51PM EDT,197.50,0.06,0.00,0.00,0.00,-,1,73,12.50%,164.22,"Apr 26, 2018","May 25, 2018",Call
297,AAPL180525C00200000,2018-04-20 3:33PM EDT,200.00,0.11,0.08,0.16,-0.12,-52.17%,7,379,35.25%,164.22,"Apr 26, 2018","May 25, 2018",Call
298,AAPL180525C00202500,2018-04-20 10:23AM EDT,202.50,0.08,0.02,0.14,-0.13,-61.90%,2,1,36.33%,164.22,"Apr 26, 2018","May 25, 2018",Call
299,AAPL180525C00205000,2018-04-10 9:51AM EDT,205.00,0.18,0.06,0.15,0.00,-,4,8,38.48%,164.22,"Apr 26, 2018","May 25, 2018",Call
300,AAPL180525C00207500,2018-04-20 11:49PM EDT,207.50,0.09,0.00,0.13,0.00,-,25,25,39.36%,164.22,"Apr 26, 2018","May 25, 2018",Call
301,AAPL180525C00210000,2018-04-20 11:49PM EDT,210.00,0.04,0.00,0.14,0.00,-,1,1,41.50%,164.22,"Apr 26, 2018","May 25, 2018",Call
302,AAPL180525P00135000,2018-04-24 2:02PM EDT,135.00,0.43,0.00,0.00,0.00,-,8,97,12.50%,164.22,"Apr 26, 2018","May 25, 2018",Put
303,AAPL180525P00143000,2018-04-27 6:57AM EDT,143.00,0.56,0.00,0.00,0.00,-,1,1,12.50%,164.22,"Apr 26, 2018","May 25, 2018",Put
304,AAPL180525P00144000,2018-04-24 3:31PM EDT,144.00,1.06,0.00,0.00,0.00,-,3,0,12.50%,164.22,"Apr 26, 2018","May 25, 2018",Put
305,AAPL180525P00145000,2018-04-24 3:21PM EDT,145.00,1.10,0.00,0.00,0.00,-,711,0,12.50%,164.22,"Apr 26, 2018","May 25, 2018",Put
306,AAPL180525P00146000,2018-04-26 11:58AM EDT,146.00,0.83,0.00,0.00,0.00,-,1,77,12.50%,164.22,"Apr 26, 2018","May 25, 2018",Put
307,AAPL180525P00147000,2018-04-24 2:38PM EDT,147.00,1.47,0.00,0.00,0.00,-,6,0,6.25%,164.22,"Apr 26, 2018","May 25, 2018",Put
308,AAPL180525P00148000,2018-04-25 3:50PM EDT,148.00,1.29,0.00,0.00,0.00,-,1,88,6.25%,164.22,"Apr 26, 2018","May 25, 2018",Put
309,AAPL180525P00149000,2018-04-26 12:31PM EDT,149.00,1.17,0.00,0.00,0.00,-,5,78,6.25%,164.22,"Apr 26, 2018","May 25, 2018",Put
310,AAPL180525P00150000,2018-04-26 2:44PM EDT,150.00,1.34,0.00,0.00,0.00,-,189,916,6.25%,164.22,"Apr 26, 2018","May 25, 2018",Put
311,AAPL180525P00152500,2018-04-26 11:26AM EDT,152.50,1.51,0.00,0.00,0.00,-,21,255,6.25%,164.22,"Apr 26, 2018","May 25, 2018",Put
312,AAPL180525P00155000,2018-04-26 3:57PM EDT,155.00,2.24,0.00,0.00,0.00,-,81,476,6.25%,164.22,"Apr 26, 2018","May 25, 2018",Put
313,AAPL180525P00157500,2018-04-26 2:17PM EDT,157.50,3.30,0.00,0.00,0.00,-,65,683,3.13%,164.22,"Apr 26, 2018","May 25, 2018",Put
